Title,Description,Source,Published Date,URL,Sentiment Score,Transport Status,Lead Time (days),Geopolitical Risk,route_risk_level,Risk Factor
"Native American news roundup Feb. 23 ï¿½ March 1, 2025","WASHINGTON ï¿½ï¿½Julian Brave NoiseCatï¿½up for an Oscarï¿½at Sundayï¿½s Academy Awardsï¿½


Secwepemc citizens of the Williams Lake First Nation in British Columbiaï¿½will gather at Academy Award watch parties Sunday as Julian Brave NoiseCatï¿½vies for anï¿½Oscar for the docuï¿½",VOA News,01-03-2025 12:29,https://www.voanews.com/a/native-american-news-roundup-february-23-march-1-2025-/7991459.html,0.4625,Delayed,16,Low,9.99998945,Medium
GALECA Takes THE SUBSTANCE!,Congrats to all the winners!,Boyculture.com,13-02-2025 21:30,https://www.boyculture.com/boy_culture/2025/02/galeca-takes-the-substance.html,0.0,In Transit,18,Medium,0.48864597,Low
How one startup wants to bring an innovative solution to the plastic bag problem,"Discarded plastics are killing marine animals including turtles, fish, and seabirds, who can die from entanglement or from eating plastics.",Boston Herald,25-02-2025 23:14,https://www.bostonherald.com/2025/02/25/how-one-bay-area-startup-wants-to-bring-an-innovative-solution-to-the-plastic-bag-problem/,0.0,Delivered,8,High,1.7361599,High
Net Zero Carbon Shoes - Allbirds' M0.0NSHOT Zero is the World's First Carbon-Neutral Shoe (TrendHunter.com),"(TrendHunter.com) Allbirds' M0.0NSHOT Zero is the world's first net zero carbon shoe. The game-changing footwear design was first unveiled at the 2023 Global Fashion Summit in Copenhagen, Denmark, but the innovation...",Trendhunter.com,20-02-2025 02:30,https://www.trendhunter.com/trends/allbirds-m00nshot-zero,0.125,Delayed,19,Low,7.615250621,Medium
What Is Coconut Sugar? Here's The Deal On This Cane Sugar Alternative,"If you're eager to sample some other sweet options besides cane sugar, coconut sugar may be a healthy alternative.",mindbodygreen.com,02-02-2025 17:10,https://www.mindbodygreen.com/articles/what-you-need-to-know-about-sweetener-is-coconut-sugar-keto,0.241666667,Delivered,29,Medium,9.99999226,Medium
Americaï¿½s Addiction to Big Sugar Leaves a Bitter Aftertaste,"If the Senate confirms Robert F. Kennedy Jr. as health and human services secretary, he has his work cut out for him. His quest to... Read More
The post Americaï¿½s Addiction to Big Sugar Leaves a Bitter Aftertaste appeared first on The Daily Signal.",Daily Signal,09-02-2025 21:30,https://www.dailysignal.com/2025/02/09/america-addiction-big-sugar-leaves-bitter-aftertaste/,0.108333333,On Time,4,High,8.229156615,High
How DeepSeek And ï¿½Knowledge Distillationï¿½ Will Reshape Medicine,Political and business leaders are rethinking AIï¿½as not just a technology to regulate but as a force to accelerate. Medicine will be the biggest frontier.,Forbes,24-02-2025 14:30,https://www.forbes.com/sites/robertpearl/2025/02/24/how-deepseek-and-knowledge-distillation-will-reshape-medicine/,0.0,In Transit,4,Low,2.515652573,Low
Scotiabank Issues Pessimistic Forecast for Rogers Sugar (TSE:RSI) Stock Price,"Rogers Sugar (TSE:RSI ï¿½ Free Report) had its price target cut by Scotiabank from C$6.25 to C$6.00 in a research report report published on Friday,BayStreet.CA reports. They currently have an equal weight rating on the stock. Separately, BMO Capital Markets deï¿½",ETF Daily News,10-02-2025 21:54,https://www.etfdailynews.com/2025/02/10/scotiabank-issues-pessimistic-forecast-for-rogers-sugar-tsersi-stock-price/,0.133333333,In Transit,28,Medium,0.504659844,Low
Rogers Sugar Q2 EPS Raised by National Bank Financial,"Rogers Sugar Inc. (TSE:RSI ï¿½ Free Report) ï¿½ Research analysts at National Bank Financial increased their Q2 2025 earnings per share (EPS) estimates for shares of Rogers Sugar in a research report issued to clients and investors on Thursday, February 6th. Natiï¿½",ETF Daily News,12-02-2025 12:40,https://www.etfdailynews.com/2025/02/12/rogers-sugar-q2-eps-raised-by-national-bank-financial/,0.2,Pending,29,High,5.530702923,High
FY2025 EPS Estimates for Rogers Sugar Boosted by Desjardins,"Rogers Sugar Inc. (TSE:RSI ï¿½ Free Report) ï¿½ Desjardins lifted their FY2025 earnings per share estimates for Rogers Sugar in a report released on Thursday, February 6th. Desjardins analyst F. Tremblay now expects that the company will post earnings of $0.57 peï¿½",ETF Daily News,12-02-2025 13:30,https://www.etfdailynews.com/2025/02/12/fy2025-eps-estimates-for-rogers-sugar-boosted-by-desjardins/,0.4,Delivered,15,Low,4.494817896,Low
FY2025 EPS Estimates for Rogers Sugar Decreased by Analyst,"Rogers Sugar Inc. (TSE:RSI ï¿½ Free Report) ï¿½ Analysts at Desjardins lowered their FY2025 earnings estimates for shares of Rogers Sugar in a report released on Wednesday, February 19th. Desjardins analyst F. Tremblay now forecasts that the company will post earï¿½",ETF Daily News,25-02-2025 13:30,https://www.etfdailynews.com/2025/02/25/fy2025-eps-estimates-for-rogers-sugar-decreased-by-analyst/,0.4,On Time,5,Medium,6.897172613,Medium
National Bank Financial Forecasts Rogers Sugar Q2 Earnings,"Rogers Sugar Inc. (TSE:RSI ï¿½ Free Report) ï¿½ Investment analysts at National Bank Financial cut their Q2 2025 EPS estimates for shares of Rogers Sugar in a report issued on Wednesday, February 19th. National Bank Financial analyst Z. Evershed now anticipates tï¿½",ETF Daily News,25-02-2025 12:36,https://www.etfdailynews.com/2025/02/25/national-bank-financial-forecasts-rogers-sugar-q2-earnings/,0.133333333,Delayed,20,High,8.44813164,High
"Rogers Sugar Delivers Strong First Quarter Results, Driven by Solid Performance from Both Maple and Sugar Segments","VANCOUVER, British Columbia, Feb. 06, 2025 (GLOBE NEWSWIRE) -- Rogers Sugar Inc. (the ï¿½Companyï¿½, ï¿½Rogersï¿½, ï¿½RSIï¿½ or ï¿½our,ï¿½ ï¿½weï¿½, ï¿½usï¿½) (TSX: RSI) today reported strong first quarter fiscal 2025 results, with consolidated adjusted EBITDA increasing by 29% to $ï¿½",GlobeNewswire,06-02-2025 17:31,https://www.globenewswire.com/news-release/2025/02/06/3021898/0/en/Rogers-Sugar-Delivers-Strong-First-Quarter-Results-Driven-by-Solid-Performance-from-Both-Maple-and-Sugar-Segments.html,0.227777778,Pending,16,Low,3.932937731,Low
"Rogers Sugar Delivers Strong First Quarter Results, Driven by Solid Performance from Both Maple and Sugar Segments","VANCOUVER, British Columbia, Feb. 06, 2025 (GLOBE NEWSWIRE) ï¿½ Rogers Sugar Inc. (the ï¿½Companyï¿½, ï¿½Rogersï¿½, ï¿½RSIï¿½ or ï¿½our,ï¿½ ï¿½weï¿½, ï¿½usï¿½) (TSX: RSI) today reported strong first quarter fiscal 2025 results, with consolidated adjusted EBITDA increasing by 29% to $3ï¿½",Financial Post,06-02-2025 17:35,https://financialpost.com/globe-newswire/rogers-sugar-delivers-strong-first-quarter-results-driven-by-solid-performance-from-both-maple-and-sugar-segments,0.227777778,On Time,18,Medium,0.849440096,Low
How to say worchestire sauce?,"How to Say Worcestershire Sauce: A Guide Worcestershire sauce is a savory condiment made from a secret recipe that has [ï¿½]
The post How to say worchestire sauce? appeared first on Life Sciences World.",Lifesciencesworld.com,12-02-2025 19:02,https://lifesciencesworld.com/how-to-say-worchestire-sauce/,-0.075,Pending,13,High,8.41922549,High
Rogers Sugar Announces a $75 Million Convertible Debenture Offering,"BASE SHELF PROSPECTUS IS ACCESSIBLE, AND PROSPECTUS SUPPLEMENT WILL BE ACCESSIBLE WITHIN TWO BUSINESS DAYS, ON SEDAR+ NOT FOR DISTRIBUTION IN THE UNITED STATES OR OVER UNITED STATES WIRE SERVICES MONTREAL, Feb. 10, 2025 (GLOBE NEWSWIRE) ï¿½ Rogers Sugar Inc. (tï¿½",Financial Post,11-02-2025 02:53,https://financialpost.com/globe-newswire/rogers-sugar-announces-a-75-million-convertible-debenture-offering,-0.016666667,On Time,18,Low,9.888617059,Medium
Rogers Sugar Announces Upsizing of Previously Announced Convertible Debenture Offering to $100 Million,"BASE SHELF PROSPECTUS IS ACCESSIBLE, AND PROSPECTUS SUPPLEMENT WILL BE ACCESSIBLE WITHIN TWO BUSINESS DAYS, ON SEDAR+ NOT FOR DISTRIBUTION IN THE UNITED STATES OR OVER UNITED STATES WIRE SERVICES MONTREAL, Feb. 11, 2025 (GLOBE NEWSWIRE) ï¿½ Rogers Sugar Inc. (tï¿½",Financial Post,11-02-2025 19:42,https://financialpost.com/globe-newswire/rogers-sugar-announces-upsizing-of-previously-announced-convertible-debenture-offering-to-100-million,-0.016666667,Delayed,27,Medium,9.958969733,Medium
"Francesco Rivella, inventor of Nutella, dead at 97","Dubbed the ""father"" of Nutella by the Italian media, Rivella helped create the world's most famousï¿½hazelnut spread.",New York Post,18-02-2025 01:08,https://nypost.com/2025/02/17/world-news/francesco-rivella-inventor-of-nutella-dead-at-97/,0.333333333,On Time,12,High,6.954852744,High
97 Top Winter 2025 Skincare Launches,"Nourish dry winter skin with the best new cleansers, serums, moisturizers, masks and more.",Forbes,26-02-2025 21:30,https://www.forbes.com/sites/celiashatzman/2025/02/26/the-top-winter-2025-skincare-launches/,0.392424242,In Transit,2,Low,5.959302707,Medium
How A Cannabis Drink is Replacing Alcohol For A New Generation That Still Wants To Be Social And Have A Good Time,"Jack Sherrie never expected to be in the cannabis business, let alone pioneering one of the first THC beverages sold outside dispensaries. Growing up in a small town outside Charlotte, North Carolina, he pursued a computer science degree, checked the boxes ofï¿½",BroBible,14-02-2025 01:00,https://brobible.com/gear/article/how-a-cannabis-drink-is-replacing-alcohol-for-a-new-generation-that-still-wants-to-be-social-and-have-a-good-time/,0.01,Pending,25,Medium,9.961328071,Medium
Michael Hudson: Trumpï¿½s Tariffs Could Cause Huge Global Crisis,"Michael Hudson and Ben Norton take a deep dive into Trump's contradictory and potentially disastrous economic plans, starting with tariffs.",Nakedcapitalism.com,05-02-2025 11:41,https://www.nakedcapitalism.com/2025/02/michael-hudson-trumps-tariffs-could-cause-huge-global-crisis.html,-0.125,Delayed,4,High,8.459539114,High
Phillips 66 (NYSE:PSX) Shares Sold by Kingswood Wealth Advisors LLC,"Kingswood Wealth Advisors LLC trimmed its holdings in shares of Phillips 66 (NYSE:PSX ï¿½ Free Report) by 67.8% during the fourth quarter, Holdings Channel reports. The fund owned 2,347 shares of the oil and gas companyï¿½s stock after selling 4,936 shares duringï¿½",ETF Daily News,02-02-2025 14:15,https://www.etfdailynews.com/2025/02/02/phillips-66-nysepsx-shares-sold-by-kingswood-wealth-advisors-llc/,0.2,In Transit,10,Low,9.999987923,Medium
Rebranding: How to Rebrand Your Business (2025 Guide),"Is your brand keeping up with the times? Rebranding isnï¿½t just for the boldï¿½itï¿½s a survival tactic for businesses in a changing world. A well-executed brand refresh shows your customers that you value their evolving interests. But without a clear strategy, reï¿½",Elegantthemes.com,16-02-2025 17:30,https://www.elegantthemes.com/blog/marketing/rebranding-guide,0.1,Delivered,26,Medium,8.584117058,Medium
"Hereï¿½s The 22 Black Billionaires, And How They Made Fortunes","Media Take Out compiled a list of the 22 wealthiest Black people in the world ï¿½ each person has a net forth of more than $1 billion. According to our research half of the Black billionaires are Black from America, and the other half are from Africa. The 22 Blï¿½",Mediatakeout.com,20-02-2025 21:25,https://mediatakeout.com/heres-the-22-black-billionaires-and-how-they-made-fortunes/,-0.057291667,Pending,17,High,3.722716822,High
Optimizing Bi-LSTM networks for improved lung cancer detection accuracy,"Lung cancer remains a leading cause of cancer-related deaths worldwide, with low survival rates often attributed to late-stage diagnosis. To address this critical health challenge, researchers have developed computer-aided diagnosis (CAD) systems that rely onï¿½",Plos.org,24-02-2025 19:30,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0316136,0.033333333,Pending,20,Low,4.279525482,Low
350 Old Money Names that Feel Like Royalty,"People are fascinated by old money namesï¿½classic names evoking grand estates and centuries-old traditions.ï¿½ These names are pieces of history that connect us to the past, reminiscent of characters in classic literature or families famed for their wealth.ï¿½ Theï¿½",Ahouseinthehills.com,27-02-2025 11:13,https://ahouseinthehills.com/old-money-names-that-feel-like-royalty/,0.103333333,In Transit,7,Medium,4.276788498,Low
A full list of U.S. products that Canada is imposing a 25 per cent tariff on,The federal government said it is imposing 25 per cent tariffs on $30 billion in goods.,National Post,04-02-2025 02:11,https://nationalpost.com/news/list-of-american-products-tariff-canada,0.0,In Transit,3,High,9.99999411,High
The Shattered Mirror of Globalisation: Unveiling the Consequences for the Electricity Industry,"2. The Future of Electricity and Industry The global energy sector is at a crossroads, with two competing pathways: Continuation of Fossil Fuels Many governments prioritize short-term energy security by extending the life of oil, gas, and coal, particularly iï¿½",Energycentral.com,28-02-2025 05:03,https://energycentral.com/c/cp/shattered-mirror-globalisation-unveiling-consequences-electricity-industry,0.166666667,Delivered,16,Low,5.659156254,Medium
"How biohacking is helping Indians suffering from diabetes, heart disease, gut problems and depression","Many Indians laid low by disease turned to biohacking. Others are healthy but want to live longer. Aiding them in the efforts are data &amp; tech startups, nutraceutical firms, doctors, nutritionists &amp; social media influencers. Hereï¿½s a deep dive into theï¿½",Livemint,23-02-2025 17:56,https://www.livemint.com/industry/biohacking-diabetes-bryan-johnson-gene-therapy-supplements-sleep-patterns-dna-testing-mental-health-ai-ashwagandha-11740304987027.html,0.194949495,Delayed,20,Medium,9.67137096,Medium
